,State,Year,Title,Summary,ID,Measure_Type,Topic_Areas,Election,Percent_Yes,Ballot_Type,Pass
378,California,2008,Eminent Domain. Acquisition of Owner-Occupied Residence. Constitutional Amendment.,"To be considered in the June 3, 2008 state primary.<BR>  - Bars state and local governments from using eminent domain to acquire an owner-occupied residence, as defined, for conveyance to a private person or business entity.<BR>  - Creates exceptions for public work or improvement, public health and safety protection, and crime prevention.<BR>  [CA]",Proposition 99,Initiative,Land Use/Property Rights,Primary,0.62,Amendment,1
379,California,2008,"Government Acquisition, Regulation of Private Property. Constitutional Amendment.","To be considered in the June 3, 2008 state primary election.<BR>  - Bars state and local governments from taking or damaging private property for private uses.<BR>  - Prohibits rent control and similar measures.<BR>  - Prohibits deference to government in takings cases.<BR>  - Defines ""just compensation.""<BR>  - Requires an award of attorneys fees and costs if a property owner obtains a judgment for more than the amount offered by the government.<BR>  - Requires government to offer to original owner of condemned property the right to repurchase property at condemned price when property is put to substantially different use than was publicly stated.<BR>  [CA]",Proposition 98,Initiative,Land Use/Property Rights,Primary,0.385,Amendment,0
380,California,2008,Limits on Legislators’ Terms in Office. Initiative Constitutional Amendment.,"Scheduled to appear on Feb. 5, 2008 presidential primary ballot.<BR>  <BR>  Reduces the total amount of time a person may serve in the state legislature from 14 years to 12 years. Allows a person to serve a total of 12 years either in the Assembly, the Senate, or a combination of both. Provides a transition period to allow current members to serve a total of 12 consecutive years in the house in which they are currently serving, regardless of any prior service in another house. Summary of estimate by Legislative Analyst and Director of Finance of fiscal impact on state and local governments: This measure would have no direct fiscal effect on state or local governments.",Proposition 93,Initiative,Legislatures,Primary,0.46399999999999997,Amendment,0
381,California,2008,"Nonviolent Drug Offenses. Sentencing, Parole and Rehabilitation. Initiative Statute.","<B>SUMMARY</B><BR>  This measure (1) expands drug treatment diversion programs for criminal offenders, (2) modifies parole supervision procedures and expands prison and parole rehabilitation programs, (3) allows inmates to earn additional time off their prison sentences for participation and performance in rehabilitation programs, (4) reduces certain penalties for marijuana possession, and (5) makes miscellaneous changes to state law related mainly to state administration of rehabilitation and parole programs for offenders. Each of these proposals is discussed separately below as well as their combined fiscal effects on the state and local governments.<BR>  <BR>  <B>PROPOSALS</B><BR>  <BR>  <B>Expansion of Drug Treatment Diversion Programs</B><BR>  <BR>  <B><I>Three-Track System.</B></I> Currently, several programs permit criminal offenders who have committed drug-related offenses, or who have substance abuse problems, to be diverted from prison or jail to other forms of punishment.  This measure expands and largely replaces these existing programs with a new three-track drug treatment diversion program.<BR>  <BR>  <B><I>General Effect of These Changes.</B></I> In general, the new Tracks I, II, and III would expand the types of offenders who are eligible for diversion, and expand and intensify the services provided to offenders mainly by increasing the funding available to pay for them. While participants in existing Penal Code 1000 programs must usually pay the out-of-pocket cost of their drug treatment, this measure generally provides funding to counties for participants in treatment under Track I, as well as other tracks. Offenders in all three tracks would generally receive the same types of drug treatment services that assessments determined they needed. This could include treatment in clinics or residential facilities, the dispensing of medication such as methadone, or the provision of mental health services.<BR>  <BR>  However, the three tracks would vary in eligibility requirements, period of participation, level of supervision, and when and how sanctions, such as incarceration in prison or jail, could be imposed on offenders who violate drug treatment diversion program rules or commit new drug-related offenses. The measure permits offenders who have failed in Track I to be shifted to Track II, where they may face more severe sanctions. Similarly, offenders who have failed in Track II may be moved to Track III, where more severe sanctions would be possible. This measure would also require follow-up hearings in court when an offender fails to begin assigned treatment.<BR>  <BR>  Finally, this measure would require the collection and publication of data, specified reports, and research into the effect of this measure and other drug policy issues.<BR>  <BR>  <B><I>Funding Provisions.</B></I> The 2007–08 Budget Act appropriated $100 million from the General Fund to the Substance Abuse Treatment Trust Fund (SATTF), which was initially created under Proposition 36 to support treatment programs and other allowable activities. This measure appropriates $150 million from the General Fund to the SATTF for the second half of 2008–09 and $460 million in 2009–10, increasing annually thereafter, adjusted for the cost of living and population. After monies are set aside for certain administrative and program costs, the measure designates 15 percent of the remainder for Track I programs, 60 percent for Track II programs, and 10 percent for Track III programs.<BR>  <BR>  A new 23-member state Treatment Diversion Oversight and Accountability Commission would be established under this measure to set program rules regarding the use and distribution of SATTF funds and the collection of data for required evaluations of the programs and program funding needs. The measure generally prohibits the state or counties from using SATTF funds to replace funds now used for the support of substance abuse treatment programs. In addition, it requires that other available private and public funding sources be used whenever possible to pay for treatment before monies from SATTF are spent for these treatment services.<BR>  <BR>  This measure permits SATTF funds to be spent on so-called ""harm reduction"" drug therapies that ""promote methods of reducing the physical, social, emotional and economic harms associated with drug misuse"" and that also ""are free of judgment or blame and directly involve the client in setting his or her own goals.""<BR>  <BR>  <B>New Juvenile Treatment Program Established</B><BR>  <BR>  This measure creates a new county-operated program for nonviolent youth under age 18 deemed to be at risk of committing future drug offenses. The program would receive a set share of SATTF funding (15 percent, after certain implementation costs were deducted) that would be allocated to counties and could be used for various specified purposes, including drug treatment, mental health medication and counseling, family therapy, educational stipends for higher education, employment stipends, and transportation services.<BR>  <BR>  <B>New Limits on Parole Terms</B><BR>  <BR>  This measure reduces the parole term of some parolees but allows longer parole terms for others. It specifies that offenders whose most recent term in prison was for a drug or nonviolent property crime, and who did not have a serious, violent, street gang-related, or sex crime on their record, would be placed on parole supervision for six months. Under the measure, these same parolees could be placed on an additional six months of parole at minimal supervision levels if they failed to complete an appropriate rehabilitation program that was offered to them during the first six months.<BR>  <BR>  This measure also provides longer parole terms for some offenders. Specifically, this measure changes from three to five years the parole terms for any offender whose most recent prison sentence was for a violent or serious felony (such as first-degree burglary or robbery). Some violent sex offenders and other parolees would continue to receive even longer parole terms as provided under existing law.<BR>  <BR>  <B>New Rules for Revocation of Parole Violators</B><BR>  <BR>  This measure requires that parole violations be divided into three types—technical violations, misdemeanors, and felonies—and generally prohibits certain parolees from being returned to state prison for technical or misdemeanor parole violations. This measure would allow revocation of parolees who committed felony violations of parole. It also permits revocation to state prison of those committing technical or misdemeanor violations who were classified high-risk by CDCR, or have violent or serious offenses on their record.<BR>  <BR>  Under this measure, certain parolees who commit parole violations could face such punishments as more frequent drug testing or community work assignments. Some parolees who hide, are repeat violators, or commit misdemeanor parole violations could serve jail time, which under the measure would be at the expense of the state. Parole violators could also be placed in rehabilitation programs.<BR>  <BR>  <B>Expansion of Rehabilitation Programs for Offenders</B><BR>  <BR>  This measure expands rehabilitation programs for inmates, parolees, and offenders who have been discharged from parole. As regards inmates, the measure requires that all inmates except those with life terms be provided with rehabilitation programs beginning at least 90 days before their scheduled release from prison. The measure directs CDCR to conduct an assessment of the inmate's needs as well as which programs would most likely result in his or her successful return to the community. Parolees are to be provided rehabilitation programs by CDCR tailored to the parolee's needs as determined in their assessment. Offenders would be permitted to request up to a year's worth of rehabilitation services within a year after they are discharged from parole. While these offenders would receive these services from county probation departments, all operational costs of the services would be reimbursed by CDCR under the terms of the measure.<BR>  <BR>  <B>Other Parole System Changes</B><BR>  <BR>  <B><I>Parole Reform Board Created.</B></I> This measure creates a new 21-member Parole Reform Oversight and Accountability Board with authority to review, direct, and approve the rehabilitation programs and to set state parole policies.<BR>  <BR>  <B><I>Costs Shifted to State for Drug Diversion of Parolees.</B></I> Currently, some parolees who are diverted to drug treatment receive their treatment services from counties. This measure provides that either CDCR or counties could provide such treatment services for parolees, but that CDCR would have to pay any county operating costs for doing so.<BR>  <BR>  <B><I>Pilot Programs for Parole Violators.</B></I> This measure directs CDCR to establish pilot projects similar to drug courts  to divert certain parolees who have committed parole violations to treatment and rehabilitation programs. Under the measure, the funding to carry out the programs could come either from the CDCR's budget or separate funding legislation.<BR>  <BR>  <B><I>Changes in Parole Revocation Procedures.</B></I> This measure requires that parolees receive notice of alleged violations of parole at a BPH hearing held within three business days of their being taken into custody. Consistent with current federal court orders, this measure amends state law to provide all such parolees a right to legal counsel at this hearing.<BR>  <BR>  <B>Credits for Performance in Rehabilitation Programs</B><BR>  <BR>  This measure would change state law to permit some inmates who were sentenced to prison for certain drug or nonviolent property crimes to earn more credits to reduce their prison terms than are permitted under current state law. The parole reform board established in this measure would be authorized to award additional credits based upon such factors as the inmate showing progress in completing rehabilitation programs. The measure does not specify nor limit the amount of such additional credits that could be awarded, but it does prohibit them from being awarded to any inmate who has ever been convicted of a violent or serious felony or certain sex crimes.Z<BR>  <BR>  <B>Penalties for Marijuana Offenses Would Become Infraction</B><BR>  <BR>  This measure would make the possession of less than 28.5 grams of marijuana by either an adult or a minor an infraction (similar to a traffic ticket) rather than a misdemeanor. Adults would be subject, as they are today, to a fine of up to $100. However, the additional penalties of any kind would be limited under this measure to an amount equal to the fine imposed. (For example, imposition of the maximum $100 fine could result in an additional $100 in penalties.) Persons under age 18 would no longer be subject to a fine for a first offense, but would be required to complete a drug education program. Also, under this measure, fines collected for marijuana possession would be deposited in a special fund to provide additional support of the new youth programs created by this measure.<BR>  <BR>  <B>Miscellaneous Provisions</B><BR>  <BR>  Other provisions of this measure:<BR>  <BR>  - Reorganize the way CDCR’s rehabilitation and parole programs are administered, and establish a new, second secretary of the department and a chief deputy warden for rehabilitation at each prison;<BR>  - Expand BPH from 17 to 29 commissioners;<BR>  - Require county jails to provide materials and strategies on drug overdose awareness and prevention to all inmates prior to their release;<BR>  - Specify that, except for parolees, adults in drug treatment programs would receive mental health services using funding from Proposition 63, a 2004 ballot measure approved by voters that expanded community mental health services.<BR>  <BR>  <B>FISCAL EFFECTS</B><BR>  <BR>  <B>Increase in State Costs for Expansion of Drug Treatment and Rehabilitation</B><BR>  <BR>  This measure would eventually result in an increase in state costs, potentially exceeding $1 billion annually, mainly for expansion of drug treatment and other services provided for eligible offenders and related administrative costs.<BR>  <BR>  <BR>Savings on State Operating Costs for Prison and  Parole Systems</B><BR>  <BR>  This measure would eventually result in savings on state operating costs, potentially exceeding $1 billion annually, due mainly to reductions in prison and parole supervision caseloads. Specifically, this measure could eventually reduce the state prison population by more than 18,000 inmates and reduce the number of parolees under state supervision by more than 22,000.<BR>  <BR>  <B>Net Savings on State Capital Outlay Costs</B><BR>  <BR>  This measure would eventually result in one-time net state savings on capital outlay costs for new prison facilities that eventually could exceed $2.5 billion. This net estimate of savings takes into account both (1) likely savings to the state from constructing fewer prison beds because of a reduced inmate population and (2) increased needs for prison program space due to this measure's requirement for expanding in-prison rehabilitation programs. The costs for additional program space could be substantially less if (1) the expected reduction in the inmate population frees up existing prison space now being used to house inmates that could instead be used for operating rehabilitation programs for inmates and (2) the requirement for expanding inmate rehabilitation programs at least 90 days before their release is partly met by reducing program participation by inmates with more than 90 days to serve in prison.<BR>  <BR>  <B>Unknown Net Fiscal Impact on County Operations and Capital Outlay</B><BR>  <BR>  <B><I>County Operations.</B></I> This measure provides more than $300 million in additional funding annually by 2009–10 through the SATTF for adult and juvenile drug treatment and diversion programs that would be operated mainly by counties. Counties are likely to incur increases in expenditures over time for the programs, including administrative costs, that are generally in line with the increase in the funding that they would receive from the state through the SATTF.<BR>  <BR>  In addition, the measure could result in other increases and reductions in county operating costs and revenues. For example, provisions requiring use of Proposition 63 funds for mentally ill offenders placed in drug treatment diversion programs could increase county costs to the extent that this change prompted counties to replace the funds shifted to these offenders with other local funds. However, the expansion of drug treatment diversion programs in this measure could reduce county costs for jailing offenders for drug-related crimes. The net fiscal impact of these and other factors on counties is unknown and could vary significantly from one jurisdiction to another.<BR>  <BR>  <B><I>County Capital Outlay.</B></I> Some counties could, as a result of this measure, face added capital outlay costs for housing parole violators who would be diverted from prison to jails. However, these capital outlay costs could be offset by the diversion of drug offenders from jails to treatment in the community. Other aspects of the measure could also reduce jail populations. The net effect on county capital outlay costs is unknown and would probably vary significantly from one jurisdiction to another.<BR>  <BR>  <B>Other Fiscal Impacts on State and Local Governments</B><BR>  <BR>  This measure could result in other state and local government costs. This would occur, for example, to the extent that additional offenders diverted from prison or jail require government services or commit additional crimes that result in additional law enforcement costs or victim-related government costs, such as government-paid health care for persons without private insurance coverage. Alternatively, there could be increased state and local government revenue to the extent that offenders remaining in the community because of this measure become taxpayers. The magnitude of these impacts is unknown.",Proposition 5,Initiative,Criminal Justice,General,0.405,Statutory,0
382,California,2008,Police and Law Enforcement Funding. Criminal Penalties and Laws. Initiative Statute.,"<B>PROPOSAL</B><BR>  This measure makes several changes to current laws relating to California’s criminal justice system. The most significant of these changes are described below.<BR>  <BR>  <B><I>Required Spending Levels for Certain New and Existing Criminal Justice Programs.</B></I> The proposal creates new state-funded criminal justice programs. The measure also requires that funding for certain existing programs be at least continued at their 2007–08 levels. In total, the measure requires state spending of at least $965 million for specified criminal justice programs beginning in 2009–10. This amount reflects an increase in funding of $365 million compared to the amount provided in the 2007–08 Budget Act.<BR>  <BR>  Most of the new state spending required by this measure would be for local law enforcement activities, directed primarily to police, sheriffs, district attorneys, jails, and probation offices. The remaining new state spending would be provided for local juvenile programs, offender rehabilitation, crime victim assistance, and other state criminal justice programs. Specifically, the measure requires new state spending for such purposes as:<BR>  <BR>  - Increased supervision of adult probationers by counties ($65 million);<BR>  - Juvenile facility repair and renovation and the operation of county probation programs for youth ($50 million);<BR>  - City law enforcement efforts to target various crimes, including violent, gang, and gun crimes ($30 million);<BR>  - Prosecution of violent, gang, and vehicle theft crimes ($25 million);<BR>  - The construction and operation of county jails ($25 million);<BR>  - Assisting county sheriff and midsize city police agencies to participate in county, regional, and statewide enforcement activities and programs ($20 million);<BR>  - Programs to assist parolees in their reentry into communities ($20 million).<BR>  <BR>  The measure prohibits the state or local governments from using the new funding to replace funds now used for the same purposes. In addition, the measure requires that future funding for most of these new and existing programs be adjusted annually for inflation.<BR>  <BR>  In addition, this measure redistributes the State Penalty Fund in a way that increases training support for peace officers, corrections staff, prosecutors, and public defenders, as well as various crime victims' services programs, while eliminating the existing transfer of the money to the state General Fund. About $14 million was transferred from the State Penalty Fund to the General Fund in 2007–08. The measure also requires that Youthful Offender Block Grant funds—provided by the state to house, supervise, and provide various types of treatment services to juveniles—be distributed to county probation offices and eliminates existing provisions that permit these funds to be provided directly to drug treatment, mental health, or other county departments.<BR>  <BR>  This measure also creates a new state office in part to distribute public service announcements about crime rates and criminal justice statutes, such as the ""Three Strikes and You’re Out"" law, and establishes a commission to evaluate publicly funded early intervention and rehabilitation programs designed to reduce crime.<BR>  <BR>  <B><I>Increased Penalties for Certain Crimes.</B></I> The measure increases criminal penalties for certain crimes, as well as creates some new felonies and misdemeanors. These changes to penalties include crimes related to gang participation and recruitment, intimidation of individuals involved in court proceedings, possession and sale of methamphetamines, vehicle theft, removing or disabling a GPS device, and firearms possession. These and other proposed increases in penalties would likely result in more offenders being sentenced to state prison or jail for a longer period of time for the crimes specified in the measure.<BR>  <BR>  <B><I>Various Changes to State Parole Policies.</B></I> The measure makes several changes to state parole policies. Among the most significant changes to state parole is a reduction in the average parolee caseload of parole agents from about 70 parolees per parole agent to 50 parolees per parole agent. The measure also requires the state to pay the cost of GPS monitoring of sex offenders after their discharge from parole supervision.  Other Criminal Justice Changes. The measure makes several other changes to state laws affecting the criminal justice system. The more significant changes are summarized below:<BR>  <BR>  - <B><I>Gang Databases.</B></I> The measure requires the state to develop two databases related to gang information for the use of law enforcement agencies.<BR>  - <B><I>Hearsay Evidence.</B></I> In general, the testimony of a witness is considered hearsay when it repeats someone's previous statement for the purpose of proving that the content of that statement is true. Hearsay evidence is not admissible in court except under limited circumstances. The measure would expand the circumstances in which hearsay evidence is admissible in court, especially in cases where someone has intimidated or otherwise tampered with a witness.<BR>   - <B><I>Gang Injunction Procedures.</B></I> The measure changes legal procedures to make it easier for local law enforcement agencies to bring lawsuits against members of street gangs to prevent them from engaging in criminal activities and makes violation of such court-ordered injunctions a new and separate crime punishable by fines, prison, or jail.<BR>  - <B><I>Criminal Background Checks for Public Housing Residents.</B></I> Among other state expenditures, this measure provides $10 million annually for grants to governmental agencies responsible for enforcing compliance with public housing occupancy requirements. Agencies that accepted these funds would be required to conduct criminal background checks of all public housing residents at least once per year.<BR>  - <B><I>Temporary Housing for Offenders.</B></I> The measure permits counties with overcrowded jails to operate temporary jail and treatment facilities to house offenders. These temporary facilities would be required to meet local health and safety codes that apply to residences.<BR>  - <B><I>Release of Undocumented Persons.</B></I> This measure prohibits a person charged with a violent or gang-related felony from being released on bail or his or her own recognizance pending trial if he or she is illegally in the United States.<BR>  - <B><I>Juvenile Justice Coordinating Council Membership.</B></I> Each county that receives state funds for certain juvenile crime prevention grant programs currently must have a juvenile justice coordinating council that develops a comprehensive plan on how to provide services and supervision to juvenile offenders. This measure changes who may participate on the council. For example, counties would no longer be required to include representatives of community-based substance abuse treatment programs.<BR>   - <B><I>Juveniles in Adult Court.</B></I> The measure would expand the circumstances under which juveniles would be eligible for trial in an adult criminal court, rather than the juvenile court system, for certain gang-related offenses.<BR>  <BR>  <B>FISCAL EFFECTS</B><BR>  This measure would have significant fiscal effects on both the state and local governments. The most significant fiscal effects are summarized in Figure 3 and discussed in more detail below. These fiscal estimates could change due to pending federal court litigation or budget actions.<BR>  <BR>  <B><I>Required Spending Levels for Certain New and Existing Criminal Justice Programs.</B></I> The measure requires state spending for various state and local criminal justice programs totaling about $965 million beginning in 2009–10, an increase of $365 million compared to 2007–08. We estimate that this amount will increase by about $100 million in about five years due to the measure's provisions that require that state funding for certain programs be adjusted each year for inflation. In addition, the redistribution of the State Penalty Fund could result in about a $14 million loss in state General Fund revenues compared to the 2007–08 budget.<BR>  <BR>  <B><I>Increased Penalties for Certain Crimes; Parole Policy Changes.</B></I> Various provisions of this measure would result in additional state costs to operate the prison and parole . These costs are likely to grow to at least a couple hundred million dollars annually after a number of years. These increased costs are mainly due to provisions that increase penalties for gang, methamphetamines, vehicle theft, and other crimes, as well as provisions that decrease parole agent caseloads and require the state to pay for the cost of GPS monitoring for sex offenders discharged from parole supervision.<BR>  <BR>  <B><I>State Capital Outlay Costs.</B></I> The provisions increasing criminal penalties for certain crimes could also result in additional one-time capital outlay costs, primarily related to prison construction and renovation. The magnitude of these one-time costs is unknown but potentially could exceed $500 million.<BR>  <BR>  <B><I>State Trial Courts, County Jails, and Other Criminal Justice Agencies.</B></I> This measure could have significant fiscal effects on state trial courts, county jails, and other criminal justice agencies, potentially resulting in both new costs and savings. The net fiscal effect of its various provisions is unknown as discussed further below.<BR>  <BR>  On the one hand, the measure could result in increased costs to the extent that the additional funding provided for local law enforcement activities results in more offenders being arrested, prosecuted, and incarcerated in local jails or state prisons. There could also be additional jail costs for holding undocumented offenders arrested for violent or gang-related crimes who would no longer be eligible for bail or release on their own recognizance. The measure's provision permitting the use of temporary jail and treatment facilities could result in additional costs to counties to purchase, renovate, and operate such temporary facilities. The magnitude of these costs would depend primarily on the number and size of new temporary facilities utilized by counties.<BR>  <BR>  On the other hand, the measure provides some additional funding for prevention and intervention programs designed to reduce the likelihood that individuals will commit new crimes. To the degree that these programs are successful, they could result in fewer offenders being arrested, prosecuted, and incarcerated in local jails or state prisons than would otherwise occur. Additionally, the measure's provisions increasing criminal penalties for specified crimes could reduce costs related to courts and other criminal justice agencies by deterring some offenders from committing new crimes.<BR>  <BR>  <B><I>Other Impacts on State and Local Governments.</B></I> Other savings to the state and local government agencies could result to the extent that offenders imprisoned for longer periods under the measure's provisions require fewer government services, or commit fewer crimes that result in victim-related government costs. Alternatively, there could be an offsetting loss of revenue to the extent that offenders serving longer prison terms would no longer become taxpayers under current law. The extent and magnitude of these impacts are unknown.",Proposition 6,Initiative,Budgets,General,0.309,Statutory,0
383,California,2008,Redistricting. Initiative Constitutional Amendment and Statute.,"<B>BACKGROUND</B><BR>  <BR>  Every ten years, the federal census counts the number of people living in California. The California Constitution requires the Legislature after each census to adjust the boundaries of the districts used to elect public officials. This process is called ""redistricting."" Redistricting affects districts for the state Legislature (Assembly and Senate), State Board of Equalization (BOE), and the U.S. House of Representatives. The primary purpose of redistricting is to establish districts which are ""reasonably equal"" in population. Typically, redistricting plans are included in legislation and become law after passage of the bill by the Legislature and signature by the Governor.<BR>  <BR>  <B>PROPOSAL</B><BR>  <BR>  This measure amends the California Constitution to change the redistricting process for the state Legislature, BOE, and California members of the U.S. House of Representatives, beginning with the 2010 census.<BR>  <BR>  <B>U.S. House of Representatives Districts</B><BR>  <BR>  The measure maintains the Legislature's role in drawing districts for the U.S. House of Representatives. The measure imposes additional requirements that the Legislature must consider when drawing these districts. Among the new requirements is that the Legislature maintain neighborhoods and ""communities of interest"" within one district to the extent possible. (The term communities of interest is not defined by the measure.)<BR>  <BR>  <B>Legislative and BOE Districts</B><BR>  <BR>  The measure shifts the responsibility for developing redistricting plans for legislative and BOE districts from the Legislature to a new Citizens Redistricting Commission. The measure imposes a number of requirements for the selection of commissioners and their drawing of district boundaries.<BR>  <BR>  <B><I>Selection of Commissioners.</B></I> The measure establishes a process to select the 14 members to serve on the commission. A registered voter in the state could apply to be a commissioner. The State Auditor, however, would remove applicants from the pool based on various conflicts of interest. For instance, applicants—or an immediate relative—in the past ten years could not have:<BR>  - Been a political candidate for state or federal office.<BR>  - Been a lobbyist.<BR>  - Contributed $2,000 or more in any year to a political candidate.<BR>  <BR>  In addition, applicants could not have changed their political party affiliation in the past five years. Applicants also must have voted in at least two of the last three general elections.<BR>  <BR>  An Applicant Review Panel, comprised of three auditors employed by the state, would narrow the applicants down to 60. The panel would pick the most qualified applicants based on analytic skill, impartiality, and appreciation of California’s diversity. The leaders of the Legislature could strike up to 24 of these names. From the remaining names, the State Auditor would then randomly draw the first eight commissioners. These eight commissioners would select the final six commissioners. The commission would have five members registered with each of the state's two largest political parties (Democrat and Republican) and four members registered with other parties or as independent voters.<BR>  <BR>  <B><I>Requirements of District Boundaries.</B></I> The measure adds new requirements regarding the drawing of district boundaries by the commission for legislative and BOE districts. These requirements are similar to the measure's new requirements for U.S. House of Representatives districts, as shown in Figure 1. For legislative and BOE districts, the measure also forbids the commission from drawing districts for the purpose of favoring or discriminating against political incumbents, candidates, or parties.<BR>  <BR>  <B><I>Approval Process.</B></I> In developing a plan, the commission would have to hold public hearings and accept public comment. To approve a redistricting plan, the commission would need at least nine yes votes, including at least three yes votes each from members registered with the two largest political parties and three yes votes from the other members. Once the commission approved a redistricting plan, it would be used for the next decade. The process would be repeated every ten years, with a new 14-member commission for each future redistricting.<BR>  <BR>  <B><I>Funding.</B></I> Commission members would receive $300 per day, plus reimbursed expenses, in return for their work on the commission. The measure specifies that the Governor and Legislature must make funding available in the state budget to support the selection of the commission, its work, and related costs. Funding would be established at the greater of $3 million or the amount spent in the previous redistricting cycle, adjusted for inflation. (The Legislature spent about $3 million in 2001 from its own budget, which is limited under the California Constitution, to adjust boundaries for all districts.) These funds could be used to establish the application review process, communicate with the public, compensate commissioners, and employ legal and other experts in the field of redistricting.<BR>  <BR>  <B>FISCAL EFFECTS</B><BR>  <BR>  Under this measure, the Legislature would continue to incur expenses to perform redistricting for U.S. House of Representatives districts. In addition, this measure authorizes funding (outside of the Legislature’s budget) for redistricting efforts related to legislative and BOE districts to be performed by the citizens commission. We estimate that the minimum amount required for 2010 would be about $4 million (the 2001 amount spent on redistricting adjusted for estimated inflation through 2010). Having two entities—the Legislature and the commission—perform redistricting could tend to increase overall redistricting expenditures. Any increase in such redistricting costs, however, probably would not be significant.",Proposition 11,Initiative,Redistricting,General,0.509,"Statutory, Amendment",1
384,California,2008,Referendum Petition to Overturn Amendment to Indian Gaming Compact.,"To be considered in the presidential primary on February 5, 2008.<BR>  Would repeal a law that ratifies an amendment to an existing gaming compact between the state and Agua Caliente Band of Cahuilla Indians; exempts certain projects from the California Environmental Quality Act; requires that revenue paid by tribe be deposited in the General Fund.",Proposition 97,Popular Referendum,Gambling & Lotteries,Primary,0.555,Statutory,1
385,California,2008,Referendum Petition to Overturn Amendment to Indian Gaming Compact.,"To be considered in the presidential primary on February 5, 2008.<BR>  Would repeal a law that ratifies an amendment to an existing gaming compact between the state and Morongo Band of Mission Indians; exempts certain projects from the California Environmental Quality Act; requires that revenue paid by the tribe be deposited in the General Fund.",Proposition 95,Popular Referendum,Gambling & Lotteries,Primary,0.556,Statutory,1
386,California,2008,Referendum Petition to Overturn Amendment to Indian Gaming Compact.,"To be considered in the presidential primary on February 5, 2008.<BR>  Would repeal a law that ratifies an amendment to an existing gaming compact between the state and Pechanga Band of Luiseño Mission Indians; exempts certain projects from the California Environmental Quality Act; requires that revenue paid by tribe be deposited in the General Fund.",Proposition 94,Popular Referendum,Gambling & Lotteries,Primary,0.556,Statutory,1
387,California,2008,Referendum Petition to Overturn Amendment to Indian Gaming Compact.,"To be considered in the presidential primary on February 5, 2008.<BR>  Would repeal a law that ratifies an amendment to an existing gaming compact between the state and Sycuan Band of the Kumeyaay Nation; exempts certain projects from the California Environmental Quality Act; specifies where revenue paid by tribe pursuant to the amendment is deposited.",Proposition 96,Popular Referendum,Gambling & Lotteries,Primary,0.555,Statutory,1
